146,晋城市,190,35.490702|112.851831
147,鸡西市,211,45.295075|130.969333
148,佳木斯市,215,46.799923|130.318917
149,吉安市,221,27.113443|114.992509
150,荆门市,229,31.035423|112.199265
151,济源市,252,35.067243|112.601919
152,金昌市,322,38.520089|102.188043
153,嘉峪关市,324,39.77313|98.289152
154,酒泉市,328,39.732411|98.494483
155,昆明市,19,24.880095|102.832892
156,开封市,110,34.797239|114.307582
157,喀什地区,179,39.4704|75.989755
158,克拉玛依市,180,45.579889|84.889207
159,克孜勒苏柯州,349,39.714526|76.167819
160,洛阳市,27,34.619683|112.45404
161,兰州市,30,36.061089|103.834304
162,廊坊市,46,39.538047|116.683752
163,临沂市,58,35.104672|118.356448
164,辽阳市,75,41.267244|123.236944
165,连云港市,96,34.596653|119.221611
166,泸州市,117,28.871811|105.442258
167,莱芜市,122,36.213814|117.676724
168,聊城市,123,36.456704|115.985371
169,柳州市,134,24.325502|109.415953
170,丽江市,137,26.855047|100.227751
171,丽水市,139,28.46763|119.922796
172,拉萨市,178,29.645554|91.140856
173,六安市,186,31.7337|116.521855
174,临汾市,193,36.088005|111.518976
175,吕梁市,194,37.518314|111.144319
176,辽源市,206,42.887767|125.14366
177,龙岩市,226,25.075123|117.017537
178,娄底市,245,27.700063|111.993497
179,漯河市,248,33.581413|114.016539
180,来宾市,266,23.750306|109.221466
181,临高县,277,19.912026|109.690508
182,乐山市,283,29.552106|103.765568
183,凉山州,292,27.881611|102.267335
184,六盘水市,293,26.592666|104.830359
185,临沧市,304,23.877573|100.079583
186,林芝地区,317,29.649128|94.36149
187,陇南市,331,33.400685|104.921841
188,临夏州,332,35.601182|103.210539
189,陵水黎族自治县,360,None|None
190,乐东黎族自治县,362,None|None
191,绵阳市,50,31.46745|104.679114
192,马鞍山市,99,31.670452|118.50676
193,牡丹江市,129,44.551653|129.633169
194,茂名市,155,21.662999|110.925456
195,梅州市,156,24.288615|116.122239
196,眉山市,286,30.07544|103.848538
197,南京市,11,32.060255|118.796877
198,宁波市,20,29.874557|121.550357
199,南宁市,33,22.817002|108.366543
200,南昌市,38,28.682892|115.858198
201,南充市,53,30.837793|106.110698
202,南通市,92,31.980172|120.894291
203,南阳市,113,32.990833|112.528322
204,宁德市,144,26.665617|119.547933
205,南平市,145,26.641769|118.177708
206,内江市,282,29.580229|105.058433
207,阿坝州,290,31.899413|102.224653
208,怒江州,310,25.817556|98.856601
209,那曲地区,312,31.476202|92.051239
210,平顶山市,103,33.76617|113.192661
211,攀枝花市,119,26.582347|101.718637
212,莆田市,143,25.454085|119.007777
213,盘锦市,165,41.119997|122.070714
214,濮阳市,176,35.761829|115.029216
215,萍乡市,219,27.622768|113.854556
216,普洱市,303,22.825066|100.966512
217,平凉市,327,35.543051|106.66524
218,青岛市,13,36.067082|120.38264
219,泉州市,35,24.874132|118.675676
220,秦皇岛市,61,39.935385|119.600493
221,齐齐哈尔市,65,47.354348|123.918186
222,曲靖市,138,25.49|103.796167
223,衢州市,140,28.97008|118.859457
224,清远市,157,23.681764|113.056031
225,七台河市,216,45.771727|131.003138
226,潜江市,238,30.40211|112.900079
227,钦州市,261,21.979934|108.654147
228,琼海市,269,19.258342|110.474648
229,黔西南州,297,25.087825|104.906397
230,黔东南州,298,26.583442|107.982859
231,黔南州,299,26.254092|107.522098
232,庆阳市,329,35.709077|107.643631
233,琼中黎族苗族自治县,365,None|None
234,日照市,167,35.416377|119.526888
235,深圳市,2,22.543099|114.057868
236,上海市,4,31.230416|121.473701
